,0,1,2,3,4,5,6,7
62949,21:23,4/22/98,Bangor Submarine Base (Olympic Penninsula),WA,Disk,2 seconds,Entire bottom of disk was glowing except for center circular area approximately 30% of the diameter. Total diameter approx 100 feet.,1/28/99
62950,21:22,4/22/98,Shelton,WA,Circle,3 seconds,"I was parked at a stoplight, a light just above the horizon caught my eye. A large, round, glowing object passed directly in front of",1/28/99
62951,21:20,4/22/98,Portland (southeast),OR,Sphere,6 seconds,I work graveyard and was just pulling into the parking lot when I saw a bright green glowing ball in the sky over my work place. It wa,1/28/99
62952,20:00,4/22/98,Sierra Vista,AZ,Light,3 hours,We saw two large lights in the sky against the mountain over Fort Huachuca. One was red and flashed one was white.,1/28/99
62953,05:00,4/22/98,"Melbourne (looking in the SE sky, perhaps over Bahama)",FL,Light,10 seconds,I saw an object which I thought was a bright planet (I see every morning as I deliver newspapers). Instantly realizing the object was t,1/28/99
62954,22:30,4/21/98,Broomfield,CO,Teardrop,2 minutes,We were driving home from a coffee shop in Broomfield and we thought we heard a police siren so we pulled over but we didn't see any em,1/28/99
62955,00:24,4/21/98,Pecos (mile marker 205 highway 10),TX,Chevron,3 minutes,"Single aircraft swooped toward my car, stopped, and then moved off behind disappearing from sight",1/28/99
62956,23:59,4/20/98,Austin,TX,light,15 Sec.,"Eruption of blue-white light in the sky followed by sweeping action and lesser blast of blue-white light, south, toward San Antonio.",1/28/99
62957,21:30,4/18/98,Glenview,IL,Triangle,10 minutes,We were watching a movie when one of my freind saw something out of the window. he called all of us over to look at it. A couple days l,1/28/99
62958,14:00,4/18/98,Tampa (near),FL,Changing,40 seconds,We (my wife and I and our 4 children) were headed south on Interstate 75 when to the west we saw (my wife and I) what appeared to be t,1/28/99
62959,23:16,4/16/98,Lafayette/Moraga (Between),CA,Fireball,flash,Unusually bright meteor/re-entry event,1/28/99
62960,03:08,4/16/98,Milpitas,CA,Sphere,Bedroom window,MY NAME IS((Deleted)). I AM 18 YEARS OLD. A SENIOR IN HIGH SCHOOL I COULD NOT SLEEP THE FRIDAY NIGHT OF THAT ESTIMATED DATE.,1/28/99
62961,22:00,4/15/98,Magna,UT,Light,,"They looked like stars, but they moved incredibly fast across the sky, first two in unison opposite each other, then the other one look",1/28/99
62962,22:00,4/15/98,New Bedford,MA,Oval,4 MINUTES,HIGH SPEEDING ORANGE-YELLOW BALL SWAYING SIDE TO SIDE,1/28/99
62963,21:00,4/15/98,Warsaw,MO,Unknown,3 MINUTES,"THIS SIGHTING MAY HAVE BEEN ONE OBJECT OR FIVE,THE REASON THAT I SAY THAT IS: THERE WERE TWO AIR CRAFT INVOLVED AND FIVE VERY BRIGHT LI",1/28/99
62964,20:48,4/15/98,Flagstaff,AZ,Circle,45 mins.,"First object red & green flashing, Shape of a ring, changed shapes and directions many times, winked out & retirned 4 times, shot out b",1/28/99
62965,15:00,4/15/98,Murfreesboro,TN,Sphere,5min,while traveling south on I 24 @ 10 miles north of murfreesboro I saw three round silvery bright objects in an equilateral triangle. The,1/28/99
62966,21:30,4/14/98,Texico,IL,Other,5minutes,a boomerang shaped flying object with numerous lights was seen hovering,1/28/99
62967,13:19,4/14/98,Vienna,VA,Changing,5-7 minutes,This object hovered a few hundred feet above the Tysons Marriot for over 5 min. It seemed to have erratic movements (up & down),1/28/99
62968,23:00,4/12/98,Whitefish,MT,Unknown,90 minutes,"Saw bright ""star"" that changed into red, white, and blue lights. Emitted a beam of light in a horizontal sweep of the sky. Darted hor",1/28/99
62969,22:00,4/12/98,Castle Rock,CO,Triangle,3min,"I was driving in my car when two triangle shaped crafts (lights were seen) hovering over the Castle Rock area, they seemed to be landin",1/28/99
62970,18:45,4/12/98,Cleveland,OH,Light,5 min,"I was out enjoying the stars (clear night) when suddenly there was a light in the sky, as if the object were a falling star or satelite",1/28/99
62971,21:15,4/11/98,Corralitos,CA,Other,6 seconds,An airbourne craft.An irregular triangle with rounded edges. Had an orange glow around it.Had 3 white lights along the bottom that illu,1/28/99
62972,11:25,4/10/98,Shenzhen (China),,Circle,1hr,"the diameter looks 50m approximation.in the center,looks like black clouds,and something like rainbow around it.",1/28/99
62973,05:45,4/10/98,El Cajon,CA,Cigar,10 minutes,"Observed object, nothing around it. Pulsing red light, bright-dim-bright-dim. Moved slowly toward us. Through binoculars, could see m",1/28/99
62974,21:34,4/9/98,Colorado Springs,CO,Other,4 seconds,"Saw a row of lights for about two seconds,they disappeared for about a second then the row of lights came on one after the other from r",1/28/99
62975,21:15,4/9/98,Colorado Springs,CO,Other,15 mins,"Saw object hovering over Co Springs. Couldn't clearly make out the shape, but it had approx 10-12 lights, most white, a couple yellow a",1/28/99
62976,10:00,4/9/98,San Diego,CA,Oval,0002,"About 15 feet wide alomost a sphere, silverWhile on a practice training flight, my student and I noticed a sm",1/28/99
62977,23:35,4/5/98,Channahon (near Joliet),IL,Triangle,2-3 minutes,"I saw these three Lights in the sky, as the came closer, the stopped, hovered, rotated, and then began to move towards me. I sped off,",1/28/99
62978,08:10,4/5/98,Baraboo,WI,Light,a few seconds,"A bright white light, tens of thousands of feet in the air, swooped downward, left a lingering impression or reflection, and disappeare",1/28/99
62979,23:30,4/4/98,Gardiner,ME,Circle,6-10 minutes,"Went straight up and down for 5 minutes and then dissapeared. Later that night my Mom and I saw it agian do the same thing, only this t",1/28/99
62980,22:20,4/3/98,Eau Claire,WI,Diamond,15 sec,"four dark objects moving westerly at incredible speed in parallel , flying in a diagonal formation.",1/28/99
62981,21:30,4/3/98,"1-25 corridor (southbound, 65 miles north NM border)",CO,Disk,30-45 minutes,This event was seen my many-the objects were clear and distinct-and moved independent of each other-if left who all saw this overwhelme,1/28/99
62982,20:01,4/3/98,Wickiup (the closest city would be),AZ,Other,less that a minute,"A series of green lights, in the shape of a paralegram, came out of the east-south east, and headed off into the west-northwest. It was",1/28/99
62983,18:45,4/3/98,Fairfax (GMU campus),VA,Oval,5-10 seconds,Observed bright object moving FAST. Many others witnessed the event on George Mason University campus while we were waiting to enter t,1/28/99
62984,00:00,4/3/98,UK/Northern Ireland,,Changing,unknown,Bright light. Noises. Faces (oval) . Operation. Scars.,1/28/99
62985,22:50,4/2/98,Greenville,OH,Other,4 seconds,"Was walking dog, noticed in eastern sky 2 crescent shaped objects. flying side by side , with the right one slightly ahead.",1/28/99
62986,21:30,4/2/98,Austin,TX,Flash,35mins,"1 to 3 objects moved in sky flashing blue , green, red then blue again",1/28/99
62987,14:10,4/2/98,Midland,TX,Disk,bout two blocks at 35to 4,Headed north bound on Big Spring Street.35 to 40mph. Broad daylight no clouds in sky.After the object faded away my watch read 2:10pm.R,1/28/99
62988,20:00,4/1/98,Vega Alta (Puerto Rico) (north side),PR,Sphere,1 minute or 2,At around 8:00 pm on an Apirl evening NASA was launghing a series of rockets into space from a neiboghring town {manati}. this took pla,1/28/99
62989,05:00,3/31/98,Baraboo,WI,Light,a few seconds,"a yellow-orange light that zipped or zig-zagged, apparently a mile or two away on the southeastern horizon.",1/28/99
62990,22:30,3/30/98,Bel Air,MD,Formation,3-5 sec.,3 round glowing objects in triangle formation in Southern sky approx 22:30 in Southern sky,1/28/99
62991,22:00,3/30/98,Mountain View,CA,other,2 minutes,"This is just a short note regarding any sightings that you may receive for the above mentioned ""UFO"". The sighting may have been seen",1/28/99
62992,20:18,3/29/98,Lunenburg,MA,Fireball,2 sec.,"Green fireball seen falling quicly from South to North, looked almost as big as moon, followed by two smaller pieces/ debris.",1/28/99
62993,19:30,3/29/98,Indio,CA,Light,3-5 min.,"Bright light or dot with orange tail shot upwards and south across the sky. Tail stopped and so did light. Hovered in sky, then flew pa",1/28/99
62994,02:29,3/29/98,Yakima,WA,Changing,10 minutes,The object changed color and shape. It kept the same course and speed flying into the wind.,1/28/99
62995,04:30,3/28/98,Malvern,PA,Cross,20 minutes,"Bright light, when viewed through binoculars was actually a cross made up of 5 or 6 lights vertically, 5 or 6 horizontally forming a cr",1/28/99
62996,23:00,3/27/98,Newnan,GA,Disk,2305,They flew around in circles and would fly up then down then side-to-side. there were about 8 of then maybe more and they looked like hu,1/28/99
62997,21:00,3/27/98,Pueblo,CO,Light,30 min.,"Stationary for duration, 3 lights flashing red , green and white , SSE 150 deg. ; WSW 240 deg. ; WNW 300 deg. (APPROX.) Between 9:30 an",1/28/99
62998,20:40,3/27/98,Milwaukee,WI,Circle,10 minutes,Light spotted moving very fast heading NE and quickly turning W. Other simular round lights seen w/ same characteristics. Objects moved,1/28/99
62999,22:00,3/26/98,Portland,OR,Light,30 MINS,BALL OF LIGHT BLUEISH WHITE LIGHT HOVERING FOR ABOU 25-30 IN SAME LOCATION THEN SLOWLY MOVED OFF HORIZON OT OF SIGHT,1/28/99
63000,21:45,3/26/98,Kissimmee,FL,Light,5 minutes (approx),four bright amber lights in a row moving from east to southwest,1/28/99
63001,21:30,3/26/98,St. Cloud,FL,Light,5 minutes,Four extremely large bright yellow lights lined up horizontally relatively close together hovering at an equal distance apart from one,1/28/99
63002,21:30,3/26/98,Westhampton,NY,Unknown,10 secs,"Large, stationary object app. 100ft above ground, with lights",1/28/99
63003,19:00,3/26/98,Poseyville,IN,Oval,50 seconds,"I couldn't tell if it was about ten crafts or one craft with about ten lights. They were tinted red, and have been seen around my town.",1/28/99
63004,19:00,3/26/98,Beautiful Home Community of Monroe County,KY,Light,2min.,"A large white light, moving from north to east.",1/28/99
63005,22:10,3/24/98,Teague,TX,Fireball,10-12 secs,"Passage of what appeared to be a ""fireball"" from the East to the West",1/28/99
63006,21:55,3/24/98,Tempe,AZ,Triangle,10,Triangle shaped craft with three brightwhite lights and strobing colored lights dropped items behind treeline formed into one light and,1/28/99
63007,23:30,3/22/98,Doylestown,PA,Disk,5 min,"Lights in the sky, hovering. No noise. It hovered over some trees. Then I heard sounds from jets, ( airforce? ). Before the jets, some",1/28/99
63008,20:15,3/21/98,Holland,MI,Flash,10:00 min.,A bright flash of light came on and off 2-3 minutes apart 3 times in the same spot in the northern sky then one more time a little to t,1/28/99
63009,21:46,3/20/98,Kearney,NE,Triangle,aprox 20 sec,"Going west to east. No sound. No lights. Illuninated by city glare. Alt. unknown. Straight overhead. Width, 2.5 fingers at arms lengt",1/28/99
63010,20:50,3/20/98,Kansas City,MO,Formation,30min.,"I observed a bright pulsing(red, green, and white)light with several smaller white lights around it, while riding in the car with my si",1/28/99
63011,18:00,3/20/98,Okoboji,IA,Fireball,3 minutes,A large fireball came across the sky above the lake. It was yellow then changed to green.,1/28/99
63012,01:00,3/20/98,Kentwood,MI,Triangle,5min,"Craft motionless above us we pulled over and stopped very large triangle shape several glowing lights on bottom, craft as big as one or",1/28/99
63013,23:00,3/19/98,Grosse Ile,MI,Diamond,5 min.,Two crafts came into view & Flew slowly across the sky,1/28/99
63014,19:00,3/19/98,Spring Hill,TN,Light,20 minutes,It was a light formation containing 5 lights regularly spaced moving in a circular pattern. These lights were fuzzy edged like headligh,1/28/99
63015,23:00,3/16/98,Worcester,MA,Unknown,20 seconds,"Two lights, travelling close and very fast, from N to S",1/28/99
63016,20:56,3/16/98,Bar Harbor,ME,Fireball,20 seconds?,It looked like an audio tape. Was moving very slow in the night.,1/28/99
63017,20:30,3/16/98,Albany,OR,Cigar,8-10 minutes,"The object was a cross between cigar and cylinder. Red tip, blue back. Traveling at high rate of speed at same altitude as plane (Apr",1/28/99
63018,03:22,3/16/98,Lunenburg,MA,Light,3 seconds,"Bright green light moved quickly overhead from WSW to ENE, transversing 30 degrees of sky in less than three seconds.",1/28/99
63019,03:15,3/16/98,Holderness,NH,Fireball,5 sec,"Large greenish blue fireball seen almost overhead, travelling in northerly direction.",1/28/99
63020,04:00,3/15/98,"Moree, NSW (Australia)",,Sphere,1hr,"It was 4am and from our farm we could clearly see a bright, glowing object. I got out the video camera and zoomed right in on the objec",1/28/99
63021,07:50,3/14/98,Tacoma,WA,Fireball,1 to 5 min,"My mother saw this, she said it came from the north towards her as she was inside looking out her window. It was a large RED FIRE BALL",1/28/99
63022,23:40,3/13/98,Tulsa,OK,Light,20 seconds,One small light overhead. no flashing lights.constant color. apparantly no wings. low altitude(under low cloud ceiling). fast moving,1/28/99
63023,22:15,3/13/98,Novato,CA,Flash,3 min.,"Strange oscillating white and red flash seen over Novato, CA, 10:15 PM on Friday, March 13, 1998.",1/28/99
63024,21:50,3/13/98,Seattle,WA,Sphere,3 - 4 minutes,We watched approximately 15 dimly lit white spheres that pulsed brightly together in different colors while slowly rising towards the s,1/28/99
63025,21:00,3/13/98,Zoetermeer (Netherlands),,Light,3/4 minutes,"I was looking through the window of my bethroom, watching the plains that flew by in the night. Suddenly I saw a bright orange licht th",1/28/99
63026,13:30,3/13/98,San Jose,CA,Sphere,15 sec.,"At approximately 1:30pm on 3/13/98, a group of seagulls caught my eye. As I looked up at the gulls,I noticed above them at about 4-5 wh",1/28/99
63027,22:10,3/12/98,Ashtabula,OH,Cigar,1 minute,First saw lights in sky (thru my high window) Object sitting still with lights 5 or 6? Down low--no sound I turned out light--it veered,1/28/99
63028,04:30,3/12/98,Red River,NM,Cylinder,3 hours,"There were 2 extremely bright objects stationary in the sky, side by side for over 2 hours south of Red River",1/28/99
63029,01:10,3/12/98,Eagle County,CO,Fireball,00:01,"I have seen 5 greenish/blue fireballs in the course of a 2 week period, above and around the Eagle County area of Colorado.",1/28/99
63030,23:30,3/11/98,Quincy,CA,Circle,2-2.5 min,"It was an object, blood red, about magnitude 1, travelling NW to SE. No sound. 4 contrails.",1/28/99
63031,19:30,3/11/98,Los Penisquitos (San Diego),CA,Light,5seconds,"the object traveled from the south to north west in a downwards direction, the event lasted roughly 5 seconds, the object if I held a p",1/28/99
